,date,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,cloud_cover,relative_humidity_2m,temperature_2m,wind_speed_10m,surface_pressure
0,12/31/2023 0:00,0,0,0,0.0,0,0.0,100,96,0.6,14.8,976.7
1,12/31/2023 1:00,0,0,0,0.0,0,0.0,100,97,0.2,14.3,976.8
2,12/31/2023 2:00,0,0,0,0.0,0,0.0,100,96,0.3,14.3,976.7
3,12/31/2023 3:00,0,0,0,0.0,0,0.0,100,97,0.2,13.8,976.5
4,12/31/2023 4:00,0,0,0,0.0,0,0.0,100,98,0.1,14.1,976.3
5,12/31/2023 5:00,0,0,0,0.0,0,0.0,100,99,0.0,15.3,976.3
6,12/31/2023 6:00,11,0,11,0.0,11,83.1,100,95,-0.2,17.4,976.1
7,12/31/2023 7:00,38,0,38,0.0,38,205.5,100,96,-0.1,14.9,975.4
8,12/31/2023 8:00,41,0,41,0.0,41,283.4,100,97,-0.1,21.3,974.1
9,12/31/2023 9:00,38,0,38,0.0,38,311.4,100,97,-0.1,21.7,972.8
10,12/31/2023 10:00,34,0,34,0.0,34,287.5,100,97,-0.2,20.3,971.2
11,12/31/2023 11:00,22,0,22,0.0,22,213.5,100,97,-0.3,21.7,969.7
12,12/31/2023 12:00,7,0,7,0.0,7,94.3,100,95,0.4,25.7,968.5
13,12/31/2023 13:00,0,0,0,0.0,0,0.7,100,96,0.4,26.1,967.6
14,12/31/2023 14:00,0,0,0,0.0,0,0.0,100,95,0.4,26.7,966.7
15,12/31/2023 15:00,0,0,0,0.0,0,0.0,100,97,0.3,24.5,966.1
16,12/31/2023 16:00,0,0,0,0.0,0,0.0,100,95,0.5,26.9,965.4
17,12/31/2023 17:00,0,0,0,0.0,0,0.0,100,93,0.5,28.6,964.9
18,12/31/2023 18:00,0,0,0,0.0,0,0.0,100,94,0.4,28.7,964.9
19,12/31/2023 19:00,0,0,0,0.0,0,0.0,100,93,0.3,27.8,965.1
20,12/31/2023 20:00,0,0,0,0.0,0,0.0,100,93,0.2,25.8,965.3
21,12/31/2023 21:00,0,0,0,0.0,0,0.0,100,94,0.2,24.1,965.5
22,12/31/2023 22:00,0,0,0,0.0,0,0.0,100,93,0.2,26.3,965.6
23,12/31/2023 23:00,0,0,0,0.0,0,0.0,100,90,-0.2,29.3,966.1
24,1/1/2024 0:00,0,0,0,0.0,0,0.0,100,90,-1.4,26.6,966.9
25,1/1/2024 1:00,0,0,0,0.0,0,0.0,100,91,-1.4,24.9,966.6
26,1/1/2024 2:00,0,0,0,0.0,0,0.0,100,91,-2.3,22.5,967.3
27,1/1/2024 3:00,0,0,0,0.0,0,0.0,100,92,-3.2,19.1,968.0
28,1/1/2024 4:00,0,0,0,0.0,0,0.0,100,91,-4.2,18.9,968.6
29,1/1/2024 5:00,0,0,0,0.0,0,0.0,100,93,-5.3,17.2,969.3
30,1/1/2024 6:00,22,1,21,11.1,22,83.6,100,91,-6.3,17.7,969.8
31,1/1/2024 7:00,37,0,37,0.0,37,206.5,100,90,-6.6,13.7,970.0
32,1/1/2024 8:00,56,0,56,0.0,56,284.8,100,88,-6.8,11.9,970.1
33,1/1/2024 9:00,123,5,118,22.6,123,313.2,100,85,-7.2,12.7,970.2
34,1/1/2024 10:00,93,4,89,19.5,93,289.8,100,83,-7.8,15.0,970.7
35,1/1/2024 11:00,53,1,52,6.5,53,216.1,100,82,-9.2,18.4,971.5
36,1/1/2024 12:00,28,1,27,10.6,28,97.2,100,82,-10.9,19.0,972.8
37,1/1/2024 13:00,0,0,0,0.0,0,2.2,100,82,-10.9,17.7,973.3
38,1/1/2024 14:00,0,0,0,0.0,0,0.0,100,81,-11.6,19.2,974.6
39,1/1/2024 15:00,0,0,0,0.0,0,0.0,100,79,-13.2,19.5,975.8
40,1/1/2024 16:00,0,0,0,0.0,0,0.0,100,78,-15.3,20.3,977.4
41,1/1/2024 17:00,0,0,0,0.0,0,0.0,100,78,-17.2,19.1,978.8
42,1/1/2024 18:00,0,0,0,0.0,0,0.0,100,79,-18.9,17.9,980.0
43,1/1/2024 19:00,0,0,0,0.0,0,0.0,100,78,-20.3,16.5,980.9
44,1/1/2024 20:00,0,0,0,0.0,0,0.0,100,76,-21.7,14.4,982.0
45,1/1/2024 21:00,0,0,0,0.0,0,0.0,96,76,-22.9,12.2,982.8
46,1/1/2024 22:00,0,0,0,0.0,0,0.0,71,76,-23.9,10.1,983.8
47,1/1/2024 23:00,0,0,0,0.0,0,0.0,21,76,-24.8,9.1,984.4
48,1/2/2024 0:00,0,0,0,0.0,0,0.0,21,77,-25.5,8.7,985.9
49,1/2/2024 1:00,0,0,0,0.0,0,0.0,19,77,-26.0,6.4,985.8
50,1/2/2024 2:00,0,0,0,0.0,0,0.0,5,77,-26.9,6.6,986.4
51,1/2/2024 3:00,0,0,0,0.0,0,0.0,34,79,-28.5,8.4,985.9
52,1/2/2024 4:00,0,0,0,0.0,0,0.0,100,81,-26.6,6.5,986.7
53,1/2/2024 5:00,0,0,0,0.0,0,0.0,100,79,-26.5,3.0,987.2
54,1/2/2024 6:00,25,1,24,11.0,25,84.4,100,77,-25.1,6.3,987.8
55,1/2/2024 7:00,77,8,69,54.5,77,207.7,95,76,-24.2,5.1,988.4
56,1/2/2024 8:00,141,48,93,237.1,141,286.4,98,74,-22.8,5.5,988.6
57,1/2/2024 9:00,166,61,105,273.7,166,315.3,100,73,-22.0,6.2,988.4
58,1/2/2024 10:00,117,10,107,48.4,117,292.3,100,74,-21.0,6.5,988.3
59,1/2/2024 11:00,74,2,72,12.9,74,218.9,100,74,-20.2,7.1,988.0
60,1/2/2024 12:00,24,0,24,0.0,24,100.3,100,76,-19.9,7.4,987.9
61,1/2/2024 13:00,0,0,0,0.0,0,3.8,100,77,-19.8,8.3,987.8
62,1/2/2024 14:00,0,0,0,0.0,0,0.0,100,79,-19.2,9.8,987.2
63,1/2/2024 15:00,0,0,0,0.0,0,0.0,100,80,-18.6,12.7,986.5
64,1/2/2024 16:00,0,0,0,0.0,0,0.0,100,81,-17.5,16.1,985.5
65,1/2/2024 17:00,0,0,0,0.0,0,0.0,100,81,-16.2,16.4,984.9
66,1/2/2024 18:00,0,0,0,0.0,0,0.0,100,81,-15.1,17.4,983.9
67,1/2/2024 19:00,0,0,0,0.0,0,0.0,100,83,-14.4,19.0,982.5
68,1/2/2024 20:00,0,0,0,0.0,0,0.0,100,83,-13.5,19.7,981.1
69,1/2/2024 21:00,0,0,0,0.0,0,0.0,100,84,-12.7,20.7,979.8
70,1/2/2024 22:00,0,0,0,0.0,0,0.0,100,84,-12.1,20.5,978.7
71,1/2/2024 23:00,0,0,0,0.0,0,0.0,100,84,-11.3,20.2,977.5
72,1/3/2024 0:00,0,0,0,0.0,0,0.0,100,86,-10.6,19.6,976.7
73,1/3/2024 1:00,0,0,0,0.0,0,0.0,100,86,-10.3,17.2,975.9
74,1/3/2024 2:00,0,0,0,0.0,0,0.0,100,87,-9.6,16.6,975.2
75,1/3/2024 3:00,0,0,0,0.0,0,0.0,100,89,-9.1,15.8,974.9
76,1/3/2024 4:00,0,0,0,0.0,0,0.0,100,89,-8.4,15.7,974.6
77,1/3/2024 5:00,0,0,0,0.0,0,0.0,100,89,-7.7,13.6,974.6
78,1/3/2024 6:00,8,0,8,0.0,8,85.3,100,88,-6.6,11.4,974.5
79,1/3/2024 7:00,23,0,23,0.0,23,209.0,100,88,-5.8,11.0,974.2
80,1/3/2024 8:00,38,0,38,0.0,38,288.2,100,92,-4.6,12.9,973.7
81,1/3/2024 9:00,49,0,49,0.0,49,317.5,100,92,-3.1,9.8,973.5
82,1/3/2024 10:00,33,0,33,0.0,33,294.9,100,95,-2.1,9.4,973.0
83,1/3/2024 11:00,27,0,27,0.0,27,221.9,100,96,-1.4,10.1,972.2
84,1/3/2024 12:00,12,0,12,0.0,12,103.5,100,99,-0.8,10.2,971.6
85,1/3/2024 13:00,0,0,0,0.0,0,5.5,100,97,-0.5,11.0,971.6
86,1/3/2024 14:00,0,0,0,0.0,0,0.0,100,96,-0.3,10.2,971.1
87,1/3/2024 15:00,0,0,0,0.0,0,0.0,100,97,-0.2,11.2,969.9
88,1/3/2024 16:00,0,0,0,0.0,0,0.0,100,97,-0.2,13.1,969.3
89,1/3/2024 17:00,0,0,0,0.0,0,0.0,100,97,-0.1,15.3,968.9
90,1/3/2024 18:00,0,0,0,0.0,0,0.0,100,96,-0.1,16.4,968.0
91,1/3/2024 19:00,0,0,0,0.0,0,0.0,100,94,-0.2,16.4,967.5
92,1/3/2024 20:00,0,0,0,0.0,0,0.0,100,95,-0.4,15.2,966.9
93,1/3/2024 21:00,0,0,0,0.0,0,0.0,100,96,-0.7,14.3,966.4
94,1/3/2024 22:00,0,0,0,0.0,0,0.0,100,97,-1.0,13.2,966.3
95,1/3/2024 23:00,0,0,0,0.0,0,0.0,100,93,-5.5,17.7,966.7
96,1/4/2024 0:00,0,0,0,0.0,0,0.0,100,90,-8.1,15.9,967.5
97,1/4/2024 1:00,0,0,0,0.0,0,0.0,100,87,-11.2,14.4,967.9
98,1/4/2024 2:00,0,0,0,0.0,0,0.0,100,86,-12.9,14.6,968.7
99,1/4/2024 3:00,0,0,0,0.0,0,0.0,100,84,-13.9,13.0,968.8
100,1/4/2024 4:00,0,0,0,0.0,0,0.0,100,82,-14.8,13.6,969.6
101,1/4/2024 5:00,0,0,0,0.0,0,0.0,100,80,-15.6,13.9,970.2
102,1/4/2024 6:00,19,0,19,0.0,19,86.3,100,78,-16.0,14.6,970.9
103,1/4/2024 7:00,46,0,46,0.0,46,210.5,100,77,-16.5,14.5,971.5
104,1/4/2024 8:00,65,0,65,0.0,65,290.1,100,76,-16.6,14.6,971.9
105,1/4/2024 9:00,121,11,110,48.6,121,319.9,100,74,-16.9,14.8,971.9
106,1/4/2024 10:00,103,7,96,33.3,103,297.6,100,74,-17.0,14.8,972.2
107,1/4/2024 11:00,67,1,66,6.3,67,225.0,100,73,-17.2,14.3,972.7
108,1/4/2024 12:00,28,1,27,10.2,28,106.8,100,73,-17.5,14.7,973.4
109,1/4/2024 13:00,1,0,1,0.0,1,7.3,100,74,-18.5,14.5,974.2
110,1/4/2024 14:00,0,0,0,0.0,0,0.0,100,74,-18.9,14.7,974.6
111,1/4/2024 15:00,0,0,0,0.0,0,0.0,100,74,-19.0,14.7,974.9
112,1/4/2024 16:00,0,0,0,0.0,0,0.0,100,74,-19.0,14.5,975.3
113,1/4/2024 17:00,0,0,0,0.0,0,0.0,100,74,-19.0,13.2,975.6
114,1/4/2024 18:00,0,0,0,0.0,0,0.0,100,75,-19.1,12.0,976.1
115,1/4/2024 19:00,0,0,0,0.0,0,0.0,100,74,-19.1,11.3,976.6
116,1/4/2024 20:00,0,0,0,0.0,0,0.0,100,75,-19.1,10.5,976.8
117,1/4/2024 21:00,0,0,0,0.0,0,0.0,100,74,-19.1,10.0,977.0
118,1/4/2024 22:00,0,0,0,0.0,0,0.0,100,74,-19.0,10.5,977.8
119,1/4/2024 23:00,0,0,0,0.0,0,0.0,100,77,-19.2,8.2,978.2
120,1/5/2024 0:00,0,0,0,0.0,0,0.0,100,76,-19.0,9.2,978.6
121,1/5/2024 1:00,0,0,0,0.0,0,0.0,100,77,-19.0,6.6,978.5
122,1/5/2024 2:00,0,0,0,0.0,0,0.0,100,75,-18.9,4.8,978.5
123,1/5/2024 3:00,0,0,0,0.0,0,0.0,100,75,-18.8,2.5,978.6
124,1/5/2024 4:00,0,0,0,0.0,0,0.0,100,76,-18.7,0.8,978.7
125,1/5/2024 5:00,0,0,0,0.0,0,0.0,100,75,-18.6,3.2,979.1
126,1/5/2024 6:00,24,0,24,0.0,24,87.6,100,76,-18.3,3.9,979.4
127,1/5/2024 7:00,70,2,68,13.3,70,212.1,100,74,-17.8,3.8,979.9
128,1/5/2024 8:00,110,9,101,43.6,110,292.2,100,73,-17.2,3.4,979.8
129,1/5/2024 9:00,140,17,123,74.6,140,322.4,100,72,-16.6,3.6,979.7
130,1/5/2024 10:00,122,9,113,42.4,122,300.6,100,73,-16.3,5.1,979.7
131,1/5/2024 11:00,86,9,77,55.8,86,228.2,100,72,-16.1,6.2,979.8
132,1/5/2024 12:00,40,7,33,70.4,40,110.3,95,77,-16.5,5.2,980.2
133,1/5/2024 13:00,1,0,1,0.0,1,9.1,96,78,-18.3,6.8,980.1
134,1/5/2024 14:00,0,0,0,0.0,0,0.0,100,79,-18.2,10.0,980.6
135,1/5/2024 15:00,0,0,0,0.0,0,0.0,100,79,-17.5,10.9,980.8
136,1/5/2024 16:00,0,0,0,0.0,0,0.0,73,79,-17.4,10.9,981.0
137,1/5/2024 17:00,0,0,0,0.0,0,0.0,60,79,-18.0,10.8,981.3
138,1/5/2024 18:00,0,0,0,0.0,0,0.0,53,80,-18.8,11.8,981.5
139,1/5/2024 19:00,0,0,0,0.0,0,0.0,27,80,-19.6,12.5,981.7
140,1/5/2024 20:00,0,0,0,0.0,0,0.0,4,80,-20.2,11.1,981.8
141,1/5/2024 21:00,0,0,0,0.0,0,0.0,31,79,-21.0,8.5,982.2
142,1/5/2024 22:00,0,0,0,0.0,0,0.0,29,79,-21.5,9.7,982.1
143,1/5/2024 23:00,0,0,0,0.0,0,0.0,0,80,-21.8,11.0,982.1
144,1/6/2024 0:00,0,0,0,0.0,0,0.0,0,80,-21.9,11.8,982.2
145,1/6/2024 1:00,0,0,0,0.0,0,0.0,0,80,-21.5,9.8,982.3
146,1/6/2024 2:00,0,0,0,0.0,0,0.0,0,79,-22.0,9.4,982.5
147,1/6/2024 3:00,0,0,0,0.0,0,0.0,5,79,-22.5,9.4,982.6
148,1/6/2024 4:00,0,0,0,0.0,0,0.0,70,79,-22.6,9.7,982.5
149,1/6/2024 5:00,0,0,0,0.0,0,0.0,100,79,-22.0,8.8,983.0
150,1/6/2024 6:00,24,2,22,21.6,24,89.0,100,77,-20.2,10.5,983.2
151,1/6/2024 7:00,56,0,56,0.0,56,214.0,100,77,-18.8,8.9,982.9
152,1/6/2024 8:00,93,3,90,14.4,93,294.5,100,75,-16.9,5.2,983.4
153,1/6/2024 9:00,78,0,78,0.0,78,325.1,100,76,-15.6,4.4,983.6
154,1/6/2024 10:00,72,1,71,4.7,72,303.6,100,76,-14.8,4.8,983.7
155,1/6/2024 11:00,54,3,51,18.3,54,231.6,100,77,-14.2,5.5,983.7
156,1/6/2024 12:00,24,0,24,0.0,24,114.0,100,79,-14.1,5.8,983.7
157,1/6/2024 13:00,1,0,1,0.0,1,11.0,100,82,-14.2,5.1,983.5
158,1/6/2024 14:00,0,0,0,0.0,0,0.0,100,82,-14.1,4.0,983.3
159,1/6/2024 15:00,0,0,0,0.0,0,0.0,100,82,-14.1,1.1,983.0
160,1/6/2024 16:00,0,0,0,0.0,0,0.0,100,83,-14.0,1.4,982.7
161,1/6/2024 17:00,0,0,0,0.0,0,0.0,100,84,-14.3,1.3,982.5
162,1/6/2024 18:00,0,0,0,0.0,0,0.0,100,85,-14.6,6.3,982.7
163,1/6/2024 19:00,0,0,0,0.0,0,0.0,100,85,-14.7,6.1,982.2
164,1/6/2024 20:00,0,0,0,0.0,0,0.0,100,85,-15.5,5.1,981.9
165,1/6/2024 21:00,0,0,0,0.0,0,0.0,100,85,-16.0,6.4,981.4
166,1/6/2024 22:00,0,0,0,0.0,0,0.0,100,85,-16.0,6.9,981.2
167,1/6/2024 23:00,0,0,0,0.0,0,0.0,99,85,-16.4,6.8,981.3
168,1/7/2024 0:00,0,0,0,0.0,0,0.0,72,85,-16.4,7.6,981.3
169,1/7/2024 1:00,0,0,0,0.0,0,0.0,99,86,-15.9,6.5,981.1
170,1/7/2024 2:00,0,0,0,0.0,0,0.0,100,85,-18.0,6.2,980.7
171,1/7/2024 3:00,0,0,0,0.0,0,0.0,93,86,-18.2,5.0,980.6
172,1/7/2024 4:00,0,0,0,0.0,0,0.0,71,90,-21.8,9.3,979.8
173,1/7/2024 5:00,0,0,0,0.0,0,0.0,100,83,-22.1,7.1,980.1
174,1/7/2024 6:00,26,0,26,0.0,26,90.6,100,83,-20.6,8.0,980.5
175,1/7/2024 7:00,68,2,66,13.1,68,216.0,100,79,-19.2,8.0,980.9
176,1/7/2024 8:00,107,2,105,9.5,107,296.9,100,77,-18.7,8.9,980.9
177,1/7/2024 9:00,122,4,118,17.3,122,327.9,100,76,-18.3,9.2,980.7
178,1/7/2024 10:00,131,16,115,73.8,131,306.9,100,75,-18.1,9.9,980.6
179,1/7/2024 11:00,105,22,83,132.3,105,235.2,88,76,-18.5,10.4,980.7
180,1/7/2024 12:00,48,14,34,137.1,48,117.7,54,78,-19.9,11.5,981.3
181,1/7/2024 13:00,2,0,2,0.0,2,13.0,100,77,-21.5,12.8,981.3
182,1/7/2024 14:00,0,0,0,0.0,0,0.0,39,76,-22.8,13.5,981.8
183,1/7/2024 15:00,0,0,0,0.0,0,0.0,91,76,-23.8,14.1,982.1
184,1/7/2024 16:00,0,0,0,0.0,0,0.0,100,75,-24.5,14.8,982.5
185,1/7/2024 17:00,0,0,0,0.0,0,0.0,99,76,-25.1,14.5,983.0
186,1/7/2024 18:00,0,0,0,0.0,0,0.0,98,75,-25.5,15.3,983.4
187,1/7/2024 19:00,0,0,0,0.0,0,0.0,99,75,-25.8,14.9,983.9
188,1/7/2024 20:00,0,0,0,0.0,0,0.0,98,75,-26.4,14.8,984.3
189,1/7/2024 21:00,0,0,0,0.0,0,0.0,98,75,-26.8,15.2,984.5
190,1/7/2024 22:00,0,0,0,0.0,0,0.0,95,75,-27.0,15.6,985.0
191,1/7/2024 23:00,0,0,0,0.0,0,0.0,99,74,-27.1,15.8,985.4
192,1/8/2024 0:00,0,0,0,0.0,0,0.0,96,74,-27.0,15.3,986.1
193,1/8/2024 1:00,0,0,0,0.0,0,0.0,95,74,-26.7,14.8,986.0
194,1/8/2024 2:00,0,0,0,0.0,0,0.0,100,75,-26.6,15.5,986.8
195,1/8/2024 3:00,0,0,0,0.0,0,0.0,98,75,-26.5,15.0,987.1
196,1/8/2024 4:00,0,0,0,0.0,0,0.0,99,75,-26.4,14.3,987.4
197,1/8/2024 5:00,0,0,0,0.0,0,0.0,52,76,-26.3,12.4,987.7
198,1/8/2024 6:00,43,21,22,223.3,43,92.3,75,76,-25.5,11.8,988.4
199,1/8/2024 7:00,124,74,50,479.8,124,218.1,100,74,-24.0,12.3,989.2
200,1/8/2024 8:00,173,94,79,443.9,173,299.5,100,73,-22.4,12.0,989.4
201,1/8/2024 9:00,137,18,119,76.9,137,331.0,100,73,-20.7,12.8,989.4
202,1/8/2024 10:00,147,39,108,177.8,147,310.3,100,73,-20.1,12.2,989.4
203,1/8/2024 11:00,135,78,57,461.9,135,238.8,99,75,-20.5,9.9,989.5
204,1/8/2024 12:00,56,25,31,241.5,56,121.6,99,77,-21.4,10.2,990.0
205,1/8/2024 13:00,3,0,3,0.0,3,15.0,97,78,-22.2,10.1,990.2
206,1/8/2024 14:00,0,0,0,0.0,0,0.0,43,79,-23.3,7.8,990.1
207,1/8/2024 15:00,0,0,0,0.0,0,0.0,15,81,-24.7,7.2,989.7
208,1/8/2024 16:00,0,0,0,0.0,0,0.0,24,86,-27.2,11.0,989.1
209,1/8/2024 17:00,0,0,0,0.0,0,0.0,24,88,-24.8,7.5,989.1
210,1/8/2024 18:00,0,0,0,0.0,0,0.0,73,89,-29.6,11.1,988.6
211,1/8/2024 19:00,0,0,0,0.0,0,0.0,93,80,-27.4,10.5,989.3
212,1/8/2024 20:00,0,0,0,0.0,0,0.0,90,79,-26.8,9.2,988.9
213,1/8/2024 21:00,0,0,0,0.0,0,0.0,82,79,-27.0,7.1,988.1
214,1/8/2024 22:00,0,0,0,0.0,0,0.0,97,79,-26.9,8.2,987.8
215,1/8/2024 23:00,0,0,0,0.0,0,0.0,97,77,-26.8,9.0,987.2
216,1/9/2024 0:00,0,0,0,0.0,0,0.0,99,76,-27.0,13.2,986.8
217,1/9/2024 1:00,0,0,0,0.0,0,0.0,100,78,-25.8,14.6,985.8
218,1/9/2024 2:00,0,0,0,0.0,0,0.0,100,78,-25.4,14.6,985.2
219,1/9/2024 3:00,0,0,0,0.0,0,0.0,100,78,-25.4,14.0,984.5
220,1/9/2024 4:00,0,0,0,0.0,0,0.0,100,78,-24.5,15.3,983.9
221,1/9/2024 5:00,0,0,0,0.0,0,0.0,100,78,-23.9,14.6,983.4
222,1/9/2024 6:00,30,1,29,10.5,30,94.2,100,79,-23.2,18.1,982.7
223,1/9/2024 7:00,77,4,73,25.7,77,220.5,100,79,-21.9,13.3,982.3
224,1/9/2024 8:00,111,8,103,37.4,111,302.3,100,77,-20.4,12.1,981.8
225,1/9/2024 9:00,116,2,114,8.5,116,334.1,100,77,-19.5,10.3,980.7
226,1/9/2024 10:00,128,16,112,72.1,128,313.8,100,77,-18.9,9.4,980.0
227,1/9/2024 11:00,114,26,88,151.6,114,242.7,100,78,-18.9,7.0,979.2
228,1/9/2024 12:00,53,12,41,114.3,53,125.6,100,81,-20.7,5.9,978.7
229,1/9/2024 13:00,3,0,3,0.0,3,17.1,100,81,-20.0,6.4,977.8
230,1/9/2024 14:00,0,0,0,0.0,0,0.0,100,82,-19.5,7.4,977.6
231,1/9/2024 15:00,0,0,0,0.0,0,0.0,100,82,-19.0,6.6,977.2
232,1/9/2024 16:00,0,0,0,0.0,0,0.0,100,83,-19.0,8.6,976.8
233,1/9/2024 17:00,0,0,0,0.0,0,0.0,100,83,-19.5,10.4,976.1
234,1/9/2024 18:00,0,0,0,0.0,0,0.0,98,82,-20.6,9.7,975.8
235,1/9/2024 19:00,0,0,0,0.0,0,0.0,100,82,-22.0,10.4,975.5
236,1/9/2024 20:00,0,0,0,0.0,0,0.0,100,81,-22.5,12.4,975.1
237,1/9/2024 21:00,0,0,0,0.0,0,0.0,88,80,-23.1,13.5,974.8
238,1/9/2024 22:00,0,0,0,0.0,0,0.0,74,79,-23.5,14.1,974.8
239,1/9/2024 23:00,0,0,0,0.0,0,0.0,83,79,-23.8,14.3,974.9
240,1/10/2024 0:00,0,0,0,0.0,0,0.0,80,79,-24.0,13.5,974.8
241,1/10/2024 1:00,0,0,0,0.0,0,0.0,100,79,-23.9,13.2,974.1
242,1/10/2024 2:00,0,0,0,0.0,0,0.0,100,79,-24.0,12.5,974.1
243,1/10/2024 3:00,0,0,0,0.0,0,0.0,100,79,-24.0,12.0,974.1
244,1/10/2024 4:00,0,0,0,0.0,0,0.0,100,79,-24.3,10.4,974.3
245,1/10/2024 5:00,0,0,0,0.0,0,0.0,100,79,-24.8,9.4,974.6
246,1/10/2024 6:00,43,17,26,177.7,43,96.3,100,79,-24.6,9.1,974.8
247,1/10/2024 7:00,129,76,53,482.0,129,223.0,40,77,-23.5,8.5,975.2
248,1/10/2024 8:00,198,136,62,630.2,198,305.2,56,74,-22.5,7.4,975.5
249,1/10/2024 9:00,226,162,64,679.1,226,337.4,46,72,-21.5,7.7,975.8
250,1/10/2024 10:00,208,144,64,641.6,208,317.4,72,72,-21.2,6.6,976.1
251,1/10/2024 11:00,149,96,53,550.7,149,246.6,43,75,-22.1,5.1,976.5
252,1/10/2024 12:00,67,38,29,356.7,67,129.7,0,78,-24.1,7.4,976.9
253,1/10/2024 13:00,4,1,3,17.6,4,19.3,8,79,-23.6,8.4,977.5
254,1/10/2024 14:00,0,0,0,0.0,0,0.0,1,80,-25.0,8.7,977.7
255,1/10/2024 15:00,0,0,0,0.0,0,0.0,0,79,-25.9,9.2,978.2
256,1/10/2024 16:00,0,0,0,0.0,0,0.0,12,79,-26.5,9.2,978.6
257,1/10/2024 17:00,0,0,0,0.0,0,0.0,74,79,-27.0,8.9,979.0
258,1/10/2024 18:00,0,0,0,0.0,0,0.0,84,79,-27.5,8.6,979.2
259,1/10/2024 19:00,0,0,0,0.0,0,0.0,75,80,-28.0,8.4,979.5
260,1/10/2024 20:00,0,0,0,0.0,0,0.0,97,80,-28.5,8.4,979.8
261,1/10/2024 21:00,0,0,0,0.0,0,0.0,99,79,-28.8,9.4,979.6
262,1/10/2024 22:00,0,0,0,0.0,0,0.0,100,77,-28.8,11.2,979.8
263,1/10/2024 23:00,0,0,0,0.0,0,0.0,100,76,-28.6,11.5,980.0
264,1/11/2024 0:00,0,0,0,0.0,0,0.0,99,78,-28.9,11.3,979.9
265,1/11/2024 1:00,0,0,0,0.0,0,0.0,100,78,-28.1,11.8,979.9
266,1/11/2024 2:00,0,0,0,0.0,0,0.0,100,77,-27.8,10.0,979.5
267,1/11/2024 3:00,0,0,0,0.0,0,0.0,99,76,-27.2,11.0,979.3
268,1/11/2024 4:00,0,0,0,0.0,0,0.0,100,77,-26.8,11.7,979.2
269,1/11/2024 5:00,0,0,0,0.0,0,1.0,100,77,-26.1,13.7,979.4
270,1/11/2024 6:00,35,5,30,51.8,35,98.6,100,77,-25.1,16.6,979.5
271,1/11/2024 7:00,89,12,77,75.2,89,225.7,100,76,-25.4,15.6,978.8
272,1/11/2024 8:00,158,49,109,224.8,158,308.3,100,75,-25.0,15.9,978.0
273,1/11/2024 9:00,199,99,100,410.7,199,340.9,100,76,-23.6,16.2,977.2
274,1/11/2024 10:00,147,21,126,92.5,147,321.2,100,78,-22.5,17.1,976.2
275,1/11/2024 11:00,106,8,98,45.1,106,250.6,100,76,-21.8,26.6,974.6
276,1/11/2024 12:00,44,0,44,0.0,44,133.9,100,78,-21.5,27.4,973.6
277,1/11/2024 13:00,3,0,3,0.0,3,21.4,100,81,-21.9,38.9,972.7
278,1/11/2024 14:00,0,0,0,0.0,0,0.0,100,79,-20.0,33.8,970.7
279,1/11/2024 15:00,0,0,0,0.0,0,0.0,100,78,-19.4,38.3,969.3
280,1/11/2024 16:00,0,0,0,0.0,0,0.0,100,77,-19.0,37.7,968.5
281,1/11/2024 17:00,0,0,0,0.0,0,0.0,100,78,-18.2,34.2,967.7
282,1/11/2024 18:00,0,0,0,0.0,0,0.0,100,78,-17.0,34.1,967.2
283,1/11/2024 19:00,0,0,0,0.0,0,0.0,100,78,-15.9,33.4,966.3
284,1/11/2024 20:00,0,0,0,0.0,0,0.0,100,79,-15.2,32.3,965.0
285,1/11/2024 21:00,0,0,0,0.0,0,0.0,100,80,-14.7,31.1,964.1
286,1/11/2024 22:00,0,0,0,0.0,0,0.0,100,80,-14.0,30.3,963.0
287,1/11/2024 23:00,0,0,0,0.0,0,0.0,100,81,-13.2,30.2,962.0
288,1/12/2024 0:00,0,0,0,0.0,0,0.0,100,83,-12.5,29.2,960.9
289,1/12/2024 1:00,0,0,0,0.0,0,0.0,100,84,-11.6,27.8,960.1
290,1/12/2024 2:00,0,0,0,0.0,0,0.0,100,85,-10.8,26.4,958.8
291,1/12/2024 3:00,0,0,0,0.0,0,0.0,100,86,-10.0,25.0,958.0
292,1/12/2024 4:00,0,0,0,0.0,0,0.0,100,87,-9.2,23.1,957.0
293,1/12/2024 5:00,0,0,0,0.0,0,2.2,100,89,-8.3,19.8,956.7
294,1/12/2024 6:00,10,0,10,0.0,10,101.1,100,90,-7.2,17.1,956.7
295,1/12/2024 7:00,41,0,41,0.0,41,228.5,100,87,-7.8,22.7,957.5
296,1/12/2024 8:00,83,1,82,4.5,83,311.5,100,81,-10.8,19.4,958.7
297,1/12/2024 9:00,143,13,130,53.4,143,344.5,100,77,-11.9,18.8,959.2
298,1/12/2024 10:00,122,7,115,30.4,122,325.1,100,75,-13.4,21.8,959.8
299,1/12/2024 11:00,96,5,91,27.8,96,254.8,100,75,-15.6,21.0,960.9
300,1/12/2024 12:00,52,6,46,54.7,52,138.3,100,76,-16.8,18.6,962.1
301,1/12/2024 13:00,4,0,4,0.0,4,23.7,100,78,-17.3,16.7,962.6
