,date,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,cloud_cover,relative_humidity_2m,temperature_2m,wind_speed_10m,surface_pressure
1099,2/14/2024 19:00,0,0,0,0.0,0,0.0,0,76,-21.1,18.7,1003.4
1100,2/14/2024 20:00,0,0,0,0.0,0,0.0,0,75,-21.5,18.6,1003.9
1101,2/14/2024 21:00,0,0,0,0.0,0,0.0,0,74,-22.0,18.3,1004.5
1102,2/14/2024 22:00,0,0,0,0.0,0,0.0,0,73,-22.6,18.3,1005.1
1103,2/14/2024 23:00,0,0,0,0.0,0,0.0,0,72,-23.1,18.8,1005.7
1104,2/15/2024 0:00,0,0,0,0.0,0,0.0,0,72,-23.6,19.4,1006.2
1105,2/15/2024 1:00,0,0,0,0.0,0,0.0,0,72,-23.8,19.6,1006.4
1106,2/15/2024 2:00,0,0,0,0.0,0,0.0,0,71,-24.1,19.6,1007.2
1107,2/15/2024 3:00,0,0,0,0.0,0,0.0,0,70,-24.4,19.3,1008.0
1108,2/15/2024 4:00,0,0,0,0.0,0,0.0,0,70,-24.6,19.4,1008.8
1109,2/15/2024 5:00,53,31,22,289.8,53,105.4,0,68,-24.3,18.8,1009.6
1110,2/15/2024 6:00,179,127,52,639.5,179,278.6,0,65,-23.2,17.6,1010.5
1111,2/15/2024 7:00,298,228,70,769.5,298,415.7,0,62,-22.1,17.8,1011.2
1112,2/15/2024 8:00,381,302,79,835.2,381,507.2,0,61,-21.3,15.3,1011.5
1113,2/15/2024 9:00,418,335,83,859.0,418,547.1,0,60,-20.4,15.0,1011.9
1114,2/15/2024 10:00,405,323,82,850.8,405,532.5,0,59,-19.7,14.0,1012.1
1115,2/15/2024 11:00,343,268,75,809.3,343,464.5,0,59,-19.4,13.8,1012.3
1116,2/15/2024 12:00,239,178,61,717.9,239,347.8,0,61,-19.6,13.2,1012.9
1117,2/15/2024 13:00,112,73,39,536.1,112,190.2,0,65,-20.7,13.5,1013.7
1118,2/15/2024 14:00,11,5,6,69.3,11,40.7,0,68,-22.2,14.5,1014.2
1119,2/15/2024 15:00,0,0,0,0.0,0,0.0,0,69,-23.1,15.5,1014.4
1120,2/15/2024 16:00,0,0,0,0.0,0,0.0,0,69,-23.6,16.0,1014.8
1121,2/15/2024 17:00,0,0,0,0.0,0,0.0,0,69,-24.1,15.3,1015.2
1122,2/15/2024 18:00,0,0,0,0.0,0,0.0,0,69,-24.6,14.0,1015.6
1123,2/15/2024 19:00,0,0,0,0.0,0,0.0,0,68,-25.1,12.4,1015.9
1124,2/15/2024 20:00,0,0,0,0.0,0,0.0,0,68,-25.6,10.9,1015.8
1125,2/15/2024 21:00,0,0,0,0.0,0,0.0,0,67,-25.8,10.4,1015.8
1126,2/15/2024 22:00,0,0,0,0.0,0,0.0,0,66,-25.9,11.5,1016.3
1127,2/15/2024 23:00,0,0,0,0.0,0,0.0,21,67,-26.3,8.5,1016.8
1128,2/16/2024 0:00,0,0,0,0.0,0,0.0,88,67,-27.1,9.3,1016.9
1129,2/16/2024 1:00,0,0,0,0.0,0,0.0,100,70,-28.9,7.9,1017.1
1130,2/16/2024 2:00,0,0,0,0.0,0,0.0,100,70,-29.0,7.1,1017.4
1131,2/16/2024 3:00,0,0,0,0.0,0,0.0,100,70,-29.3,6.6,1017.5
1132,2/16/2024 4:00,0,0,0,0.0,0,0.0,100,70,-28.9,6.3,1017.7
1133,2/16/2024 5:00,44,7,37,63.8,44,112.6,100,68,-27.0,7.6,1018.4
1134,2/16/2024 6:00,141,37,104,181.4,141,286.0,100,62,-22.9,7.7,1019.0
1135,2/16/2024 7:00,223,53,170,175.6,223,423.2,100,58,-20.3,7.4,1019.2
1136,2/16/2024 8:00,285,74,211,201.6,285,514.8,100,57,-18.1,6.5,1019.2
1137,2/16/2024 9:00,294,54,240,136.5,294,554.6,100,56,-16.6,8.2,1019.2
1138,2/16/2024 10:00,277,47,230,122.0,277,540.0,100,57,-16.0,8.7,1019.3
1139,2/16/2024 11:00,235,38,197,112.9,235,471.9,100,57,-15.9,8.4,1019.4
1140,2/16/2024 12:00,149,9,140,35.5,149,355.0,100,59,-16.0,8.0,1019.3
1141,2/16/2024 13:00,67,1,66,7.1,67,197.3,100,63,-16.4,9.6,1019.5
1142,2/16/2024 14:00,8,0,8,0.0,8,44.3,100,66,-16.9,10.4,1019.1
1143,2/16/2024 15:00,0,0,0,0.0,0,0.0,100,67,-17.0,11.0,1018.6
1144,2/16/2024 16:00,0,0,0,0.0,0,0.0,100,65,-17.0,12.3,1018.1
1145,2/16/2024 17:00,0,0,0,0.0,0,0.0,100,65,-16.9,13.1,1017.9
1146,2/16/2024 18:00,0,0,0,0.0,0,0.0,100,65,-16.9,13.1,1017.7
1147,2/16/2024 19:00,0,0,0,0.0,0,0.0,100,66,-16.8,13.5,1017.3
1148,2/16/2024 20:00,0,0,0,0.0,0,0.0,100,66,-16.6,14.2,1016.5
1149,2/16/2024 21:00,0,0,0,0.0,0,0.0,100,65,-16.5,15.9,1016.0
1150,2/16/2024 22:00,0,0,0,0.0,0,0.0,100,66,-16.6,17.0,1015.7
1151,2/16/2024 23:00,0,0,0,0.0,0,0.0,100,66,-16.8,16.2,1015.3
1152,2/17/2024 0:00,0,0,0,0.0,0,0.0,100,67,-16.8,14.9,1014.9
1153,2/17/2024 1:00,0,0,0,0.0,0,0.0,100,69,-16.8,15.0,1014.6
1154,2/17/2024 2:00,0,0,0,0.0,0,0.0,100,70,-16.8,14.3,1014.1
1155,2/17/2024 3:00,0,0,0,0.0,0,0.0,100,71,-16.7,14.6,1013.6
1156,2/17/2024 4:00,0,0,0,0.0,0,1.8,100,71,-16.5,16.0,1013.4
1157,2/17/2024 5:00,31,0,31,0.0,31,120.0,100,70,-16.0,15.9,1013.4
1158,2/17/2024 6:00,91,1,90,4.8,91,293.5,100,71,-15.4,13.4,1013.3
1159,2/17/2024 7:00,146,3,143,9.8,146,430.8,100,68,-14.7,14.8,1012.8
1160,2/17/2024 8:00,216,12,204,32.2,216,522.4,100,66,-13.9,15.9,1012.5
1161,2/17/2024 9:00,273,43,230,107.2,273,562.2,100,64,-13.2,16.9,1011.9
1162,2/17/2024 10:00,255,29,226,74.2,255,547.6,100,64,-12.8,16.2,1011.4
1163,2/17/2024 11:00,234,47,187,137.4,234,479.4,100,65,-12.6,15.9,1010.8
1164,2/17/2024 12:00,158,20,138,77.4,158,362.3,100,68,-12.7,14.9,1010.2
1165,2/17/2024 13:00,76,6,70,41.1,76,204.4,100,70,-13.2,18.0,1010.5
1166,2/17/2024 14:00,10,0,10,0.0,10,47.9,100,72,-13.8,18.0,1010.0
1167,2/17/2024 15:00,0,0,0,0.0,0,0.0,100,74,-14.1,18.0,1009.6
1168,2/17/2024 16:00,0,0,0,0.0,0,0.0,100,74,-14.3,18.7,1009.2
1169,2/17/2024 17:00,0,0,0,0.0,0,0.0,100,74,-14.6,18.7,1008.7
1170,2/17/2024 18:00,0,0,0,0.0,0,0.0,100,75,-14.9,19.1,1008.4
1171,2/17/2024 19:00,0,0,0,0.0,0,0.0,100,75,-15.1,18.1,1008.2
1172,2/17/2024 20:00,0,0,0,0.0,0,0.0,100,76,-15.2,17.7,1007.7
1173,2/17/2024 21:00,0,0,0,0.0,0,0.0,95,76,-15.4,17.3,1007.3
1174,2/17/2024 22:00,0,0,0,0.0,0,0.0,98,75,-15.5,17.7,1007.0
1175,2/17/2024 23:00,0,0,0,0.0,0,0.0,98,75,-15.4,17.7,1006.8
1176,2/18/2024 0:00,0,0,0,0.0,0,0.0,86,76,-15.9,17.7,1006.1
1177,2/18/2024 1:00,0,0,0,0.0,0,0.0,0,76,-16.4,18.7,1005.7
1178,2/18/2024 2:00,0,0,0,0.0,0,0.0,18,76,-16.8,19.1,1005.5
1179,2/18/2024 3:00,0,0,0,0.0,0,0.0,40,76,-17.2,19.1,1005.0
1180,2/18/2024 4:00,1,0,1,0.0,1,5.5,87,76,-17.5,19.5,1004.7
1181,2/18/2024 5:00,61,28,33,243.0,61,127.4,95,74,-17.0,19.9,1004.7
1182,2/18/2024 6:00,179,103,76,479.4,179,301.0,98,71,-16.0,18.4,1004.3
1183,2/18/2024 7:00,292,188,104,600.9,292,438.4,97,68,-14.8,17.7,1003.9
1184,2/18/2024 8:00,386,289,97,763.9,386,530.0,22,65,-13.6,19.9,1003.2
1185,2/18/2024 9:00,429,342,87,840.9,429,569.9,6,63,-12.6,21.6,1002.7
1186,2/18/2024 10:00,414,327,87,825.3,414,555.1,66,62,-12.0,21.0,1002.0
1187,2/18/2024 11:00,348,263,85,757.0,348,486.8,53,62,-11.6,20.6,1001.4
1188,2/18/2024 12:00,245,171,74,648.2,245,369.6,92,65,-11.6,19.7,1001.0
1189,2/18/2024 13:00,102,35,67,231.9,102,211.5,100,66,-11.6,24.1,1001.2
1190,2/18/2024 14:00,12,0,12,0.0,12,51.4,100,67,-11.9,24.5,1001.0
1191,2/18/2024 15:00,0,0,0,0.0,0,0.0,100,67,-12.1,25.7,1000.6
1192,2/18/2024 16:00,0,0,0,0.0,0,0.0,100,67,-11.9,26.0,1000.2
1193,2/18/2024 17:00,0,0,0,0.0,0,0.0,100,67,-11.6,26.4,999.7
1194,2/18/2024 18:00,0,0,0,0.0,0,0.0,100,67,-11.4,27.1,998.9
1195,2/18/2024 19:00,0,0,0,0.0,0,0.0,100,66,-11.0,26.3,999.0
1196,2/18/2024 20:00,0,0,0,0.0,0,0.0,100,66,-10.8,25.9,998.5
1197,2/18/2024 21:00,0,0,0,0.0,0,0.0,100,66,-10.7,26.3,998.3
1198,2/18/2024 22:00,0,0,0,0.0,0,0.0,100,68,-10.8,26.0,998.2
1199,2/18/2024 23:00,0,0,0,0.0,0,0.0,100,69,-10.8,25.7,998.1
1200,2/19/2024 0:00,0,0,0,0.0,0,0.0,100,70,-10.6,25.7,997.6
1201,2/19/2024 1:00,0,0,0,0.0,0,0.0,100,72,-10.6,26.0,997.7
1202,2/19/2024 2:00,0,0,0,0.0,0,0.0,100,71,-10.6,26.0,997.5
1203,2/19/2024 3:00,0,0,0,0.0,0,0.0,100,71,-10.8,26.0,997.5
1204,2/19/2024 4:00,1,0,1,0.0,1,9.2,100,71,-11.1,25.9,997.2
1205,2/19/2024 5:00,37,1,36,8.5,37,134.8,100,71,-11.1,25.9,997.5
1206,2/19/2024 6:00,97,1,96,4.5,97,308.6,100,72,-11.1,21.3,997.7
1207,2/19/2024 7:00,177,13,164,40.8,177,446.0,100,71,-10.9,23.0,997.8
1208,2/19/2024 8:00,221,12,209,31.3,221,537.7,100,71,-10.7,23.8,997.9
1209,2/19/2024 9:00,277,24,253,58.2,277,577.5,100,72,-10.5,23.8,997.7
1210,2/19/2024 10:00,259,27,232,67.2,259,562.6,100,73,-10.2,22.3,997.5
1211,2/19/2024 11:00,202,6,196,17.0,202,494.2,100,74,-10.2,19.8,997.5
1212,2/19/2024 12:00,141,3,138,11.1,141,376.8,100,76,-10.4,18.1,997.5
1213,2/19/2024 13:00,73,1,72,6.4,73,218.6,100,81,-11.2,18.9,998.6
1214,2/19/2024 14:00,11,0,11,0.0,11,55.0,100,82,-11.6,18.9,998.8
1215,2/19/2024 15:00,0,0,0,0.0,0,0.0,100,83,-12.1,18.7,999.2
1216,2/19/2024 16:00,0,0,0,0.0,0,0.0,100,82,-12.4,18.4,999.3
1217,2/19/2024 17:00,0,0,0,0.0,0,0.0,100,81,-12.6,16.9,999.5
1218,2/19/2024 18:00,0,0,0,0.0,0,0.0,100,80,-13.0,15.5,999.4
1219,2/19/2024 19:00,0,0,0,0.0,0,0.0,100,80,-13.2,14.5,999.8
1220,2/19/2024 20:00,0,0,0,0.0,0,0.0,100,80,-13.4,13.9,999.8
1221,2/19/2024 21:00,0,0,0,0.0,0,0.0,100,80,-13.8,13.3,999.9
1222,2/19/2024 22:00,0,0,0,0.0,0,0.0,100,80,-14.0,12.8,1000.1
1223,2/19/2024 23:00,0,0,0,0.0,0,0.0,100,81,-14.2,12.2,1000.3
1224,2/20/2024 0:00,0,0,0,0.0,0,0.0,100,81,-14.6,11.3,1000.2
1225,2/20/2024 1:00,0,0,0,0.0,0,0.0,100,81,-14.8,10.6,1000.7
1226,2/20/2024 2:00,0,0,0,0.0,0,0.0,100,81,-15.5,9.0,1000.8
1227,2/20/2024 3:00,0,0,0,0.0,0,0.0,99,80,-16.5,7.5,1000.9
1228,2/20/2024 4:00,2,0,2,0.0,2,13.0,93,81,-18.0,6.6,1001.0
1229,2/20/2024 5:00,64,22,42,182.1,64,142.4,36,80,-17.6,6.1,1001.4
1230,2/20/2024 6:00,191,117,74,518.0,191,316.2,25,75,-16.2,4.6,1001.8
1231,2/20/2024 7:00,305,210,95,648.1,305,453.7,52,69,-14.8,6.0,1002.3
1232,2/20/2024 8:00,386,278,108,713.6,386,545.4,80,66,-13.6,6.1,1002.4
1233,2/20/2024 9:00,423,312,111,746.5,423,585.1,46,64,-12.7,5.9,1002.3
1234,2/20/2024 10:00,414,311,103,763.6,414,570.2,40,63,-12.1,4.6,1002.3
1235,2/20/2024 11:00,354,265,89,739.6,354,501.6,4,63,-11.9,3.3,1002.3
1236,2/20/2024 12:00,254,180,74,656.1,254,384.1,0,67,-12.6,3.1,1002.3
1237,2/20/2024 13:00,128,79,49,490.1,128,225.6,0,75,-15.4,7.9,1002.0
1238,2/20/2024 14:00,20,9,11,106.2,20,58.5,0,81,-18.5,9.9,1002.1
1239,2/20/2024 15:00,0,0,0,0.0,0,0.0,0,85,-20.5,9.9,1002.1
1240,2/20/2024 16:00,0,0,0,0.0,0,0.0,5,88,-22.8,10.3,1001.9
1241,2/20/2024 17:00,0,0,0,0.0,0,0.0,0,85,-22.6,7.9,1002.0
1242,2/20/2024 18:00,0,0,0,0.0,0,0.0,0,85,-23.4,8.4,1001.7
1243,2/20/2024 19:00,0,0,0,0.0,0,0.0,0,88,-24.5,10.2,1001.7
1244,2/20/2024 20:00,0,0,0,0.0,0,0.0,56,86,-25.6,11.2,1001.3
1245,2/20/2024 21:00,0,0,0,0.0,0,0.0,59,85,-25.8,10.4,1001.5
1246,2/20/2024 22:00,0,0,0,0.0,0,0.0,33,87,-26.4,10.2,1001.6
1247,2/20/2024 23:00,0,0,0,0.0,0,0.0,50,87,-27.0,10.4,1001.6
1248,2/21/2024 0:00,0,0,0,0.0,0,0.0,74,85,-27.0,9.3,1001.7
1249,2/21/2024 1:00,0,0,0,0.0,0,0.0,100,83,-26.2,7.4,1001.6
1250,2/21/2024 2:00,0,0,0,0.0,0,0.0,100,82,-24.8,5.6,1001.8
1251,2/21/2024 3:00,0,0,0,0.0,0,0.0,100,80,-24.4,4.7,1002.0
1252,2/21/2024 4:00,2,0,2,0.0,2,16.7,100,80,-23.4,3.6,1002.5
1253,2/21/2024 5:00,51,4,47,32.4,51,149.9,100,80,-22.5,3.3,1002.7
1254,2/21/2024 6:00,145,25,120,108.0,145,323.8,100,78,-20.5,3.5,1003.2
1255,2/21/2024 7:00,236,54,182,163.8,236,461.3,100,76,-19.0,5.8,1003.3
1256,2/21/2024 8:00,319,96,223,242.9,319,553.0,100,76,-17.6,6.4,1003.5
1257,2/21/2024 9:00,367,139,228,328.2,367,592.7,100,75,-16.6,6.6,1003.5
1258,2/21/2024 10:00,385,208,177,503.8,385,577.7,100,74,-15.9,6.3,1003.2
1259,2/21/2024 11:00,341,209,132,574.6,341,509.0,100,74,-15.4,5.2,1003.2
1260,2/21/2024 12:00,243,139,104,497.1,243,391.3,100,75,-15.4,3.9,1003.2
1261,2/21/2024 13:00,136,87,49,523.2,136,232.7,0,77,-17.8,6.8,1003.1
1262,2/21/2024 14:00,22,10,12,114.6,22,62.1,0,81,-20.6,9.1,1002.9
1263,2/21/2024 15:00,0,0,0,0.0,0,0.0,0,80,-20.9,6.1,1002.6
1264,2/21/2024 16:00,0,0,0,0.0,0,0.0,0,79,-22.1,6.5,1002.6
1265,2/21/2024 17:00,0,0,0,0.0,0,0.0,0,85,-24.5,10.5,1002.2
1266,2/21/2024 18:00,0,0,0,0.0,0,0.0,27,89,-24.9,9.7,1002.3
1267,2/21/2024 19:00,0,0,0,0.0,0,0.0,62,88,-25.5,10.4,1002.3
1268,2/21/2024 20:00,0,0,0,0.0,0,0.0,81,84,-26.1,9.8,1002.2
1269,2/21/2024 21:00,0,0,0,0.0,0,0.0,73,82,-25.9,8.5,1002.4
1270,2/21/2024 22:00,0,0,0,0.0,0,0.0,98,79,-24.9,6.6,1002.5
1271,2/21/2024 23:00,0,0,0,0.0,0,0.0,99,79,-25.1,6.9,1002.3
1272,2/22/2024 0:00,0,0,0,0.0,0,0.0,98,79,-25.5,5.8,1002.3
1273,2/22/2024 1:00,0,0,0,0.0,0,0.0,100,80,-22.0,5.8,1003.1
1274,2/22/2024 2:00,0,0,0,0.0,0,0.0,100,80,-22.0,5.4,1003.4
1275,2/22/2024 3:00,0,0,0,0.0,0,0.0,100,81,-22.0,5.8,1003.5
1276,2/22/2024 4:00,2,0,2,0.0,2,20.5,100,80,-21.8,6.8,1003.6
1277,2/22/2024 5:00,56,9,47,71.2,56,157.5,100,79,-21.5,7.7,1003.8
1278,2/22/2024 6:00,144,23,121,97.1,144,331.5,100,75,-19.7,7.0,1004.2
1279,2/22/2024 7:00,250,84,166,250.5,250,469.0,100,73,-17.9,5.2,1004.7
1280,2/22/2024 8:00,284,53,231,132.2,284,560.7,100,73,-16.6,5.9,1004.7
1281,2/22/2024 9:00,359,140,219,326.2,359,600.3,100,73,-15.3,7.1,1004.7
1282,2/22/2024 10:00,347,136,211,325.1,347,585.2,100,74,-14.6,7.7,1004.5
1283,2/22/2024 11:00,294,107,187,289.9,294,516.3,100,73,-14.6,7.7,1004.5
1284,2/22/2024 12:00,222,94,128,329.9,222,398.5,95,74,-15.0,7.4,1004.4
1285,2/22/2024 13:00,118,45,73,262.6,118,239.7,61,77,-15.9,5.3,1004.9
1286,2/22/2024 14:00,23,8,15,89.1,23,65.6,15,80,-18.4,5.9,1004.8
1287,2/22/2024 15:00,0,0,0,0.0,0,0.0,1,81,-20.5,6.5,1004.6
1288,2/22/2024 16:00,0,0,0,0.0,0,0.0,0,82,-21.6,6.9,1004.4
1289,2/22/2024 17:00,0,0,0,0.0,0,0.0,1,84,-23.0,9.2,1004.3
1290,2/22/2024 18:00,0,0,0,0.0,0,0.0,15,89,-24.6,11.5,1004.2
1291,2/22/2024 19:00,0,0,0,0.0,0,0.0,33,88,-25.2,10.9,1003.9
1292,2/22/2024 20:00,0,0,0,0.0,0,0.0,86,86,-25.6,10.3,1003.7
1293,2/22/2024 21:00,0,0,0,0.0,0,0.0,93,84,-25.5,8.0,1004.0
1294,2/22/2024 22:00,0,0,0,0.0,0,0.0,99,83,-25.6,8.0,1004.1
1295,2/22/2024 23:00,0,0,0,0.0,0,0.0,100,82,-26.0,7.8,1004.5
1296,2/23/2024 0:00,0,0,0,0.0,0,0.0,100,81,-26.0,6.4,1004.8
1297,2/23/2024 1:00,0,0,0,0.0,0,0.0,100,80,-26.5,6.3,1005.4
1298,2/23/2024 2:00,0,0,0,0.0,0,0.0,100,80,-26.1,6.8,1005.8
1299,2/23/2024 3:00,0,0,0,0.0,0,0.0,100,78,-25.7,5.7,1006.0
1300,2/23/2024 4:00,4,0,4,0.0,4,24.4,100,78,-25.9,5.2,1006.1
1301,2/23/2024 5:00,78,33,45,255.1,78,165.1,99,79,-24.6,5.5,1006.5
1302,2/23/2024 6:00,216,149,67,614.2,216,339.2,54,70,-21.8,7.4,1007.3
1303,2/23/2024 7:00,337,258,79,756.6,337,476.8,10,68,-19.2,5.8,1008.0
1304,2/23/2024 8:00,420,333,87,819.1,420,568.4,18,68,-17.2,6.6,1008.1
1305,2/23/2024 9:00,456,362,94,832.5,456,608.0,8,66,-15.7,6.8,1008.3
1306,2/23/2024 10:00,442,350,92,825.6,442,592.7,0,64,-14.6,6.8,1008.2
1307,2/23/2024 11:00,381,296,85,790.2,381,523.7,0,62,-14.1,6.3,1008.2
1308,2/23/2024 12:00,277,205,72,706.4,277,405.7,0,63,-14.1,5.4,1008.5
1309,2/23/2024 13:00,147,97,50,549.6,147,246.7,0,67,-15.6,4.8,1009.1
1310,2/23/2024 14:00,28,14,14,151.6,28,69.2,0,74,-18.8,7.2,1009.2
1311,2/23/2024 15:00,0,0,0,0.0,0,0.0,0,73,-20.4,6.8,1009.4
1312,2/23/2024 16:00,0,0,0,0.0,0,0.0,0,75,-22.9,10.8,1009.1
1313,2/23/2024 17:00,0,0,0,0.0,0,0.0,0,76,-23.8,10.8,1009.0
1314,2/23/2024 18:00,0,0,0,0.0,0,0.0,0,76,-24.2,10.9,1009.0
1315,2/23/2024 19:00,0,0,0,0.0,0,0.0,0,77,-25.0,11.3,1009.1
1316,2/23/2024 20:00,0,0,0,0.0,0,0.0,0,78,-25.2,12.0,1008.9
1317,2/23/2024 21:00,0,0,0,0.0,0,0.0,0,79,-25.3,11.5,1009.0
1318,2/23/2024 22:00,0,0,0,0.0,0,0.0,0,82,-26.4,13.0,1009.1
1319,2/23/2024 23:00,0,0,0,0.0,0,0.0,0,84,-25.8,11.5,1009.3
1320,2/24/2024 0:00,0,0,0,0.0,0,0.0,0,84,-25.4,11.3,1009.9
1321,2/24/2024 1:00,0,0,0,0.0,0,0.0,0,83,-24.2,10.4,1010.6
1322,2/24/2024 2:00,0,0,0,0.0,0,0.0,0,82,-24.1,9.8,1011.2
1323,2/24/2024 3:00,0,0,0,0.0,0,0.0,0,83,-25.6,10.6,1011.2
1324,2/24/2024 4:00,5,2,3,31.4,5,28.3,0,83,-27.1,12.0,1011.3
1325,2/24/2024 5:00,92,55,37,415.7,92,172.9,0,75,-23.5,6.2,1012.1
1326,2/24/2024 6:00,226,162,64,652.4,226,347.1,0,63,-19.5,7.0,1012.7
1327,2/24/2024 7:00,345,265,80,764.2,345,484.6,0,57,-16.2,6.3,1013.4
1328,2/24/2024 8:00,427,337,90,817.3,427,576.2,0,54,-13.8,7.0,1013.6
1329,2/24/2024 9:00,463,369,94,837.6,463,615.7,0,53,-12.2,8.0,1013.5
1330,2/24/2024 10:00,449,357,92,831.1,449,600.3,0,51,-11.3,8.3,1013.6
1331,2/24/2024 11:00,387,302,85,794.6,387,531.1,0,53,-11.0,7.7,1013.8
1332,2/24/2024 12:00,283,211,72,714.0,283,412.9,0,54,-11.2,7.4,1014.0
1333,2/24/2024 13:00,153,101,52,556.1,153,253.8,0,61,-12.6,6.9,1014.1
1334,2/24/2024 14:00,31,16,15,168.6,31,72.7,0,67,-15.1,7.8,1014.0
1335,2/24/2024 15:00,0,0,0,0.0,0,0.0,0,67,-16.9,7.6,1014.2
1336,2/24/2024 16:00,0,0,0,0.0,0,0.0,0,66,-18.1,7.4,1013.9
1337,2/24/2024 17:00,0,0,0,0.0,0,0.0,0,65,-18.5,7.9,1013.8
1338,2/24/2024 18:00,0,0,0,0.0,0,0.0,0,66,-19.5,7.5,1013.6
1339,2/24/2024 19:00,0,0,0,0.0,0,0.0,0,68,-20.7,9.0,1013.6
1340,2/24/2024 20:00,0,0,0,0.0,0,0.0,0,69,-21.6,9.9,1013.4
1341,2/24/2024 21:00,0,0,0,0.0,0,0.0,0,69,-21.7,9.2,1013.5
1342,2/24/2024 22:00,0,0,0,0.0,0,0.0,0,70,-22.0,9.3,1013.2
1343,2/24/2024 23:00,0,0,0,0.0,0,0.0,0,71,-22.5,9.1,1013.2
1344,2/25/2024 0:00,0,0,0,0.0,0,0.0,0,71,-22.0,7.6,1013.6
1345,2/25/2024 1:00,0,0,0,0.0,0,0.0,0,75,-23.5,9.9,1014.2
1346,2/25/2024 2:00,0,0,0,0.0,0,0.0,0,77,-24.0,10.1,1014.2
1347,2/25/2024 3:00,0,0,0,0.0,0,0.0,0,75,-23.0,7.6,1014.2
1348,2/25/2024 4:00,7,2,5,30.1,7,32.3,0,75,-22.6,8.2,1014.1
1349,2/25/2024 5:00,99,60,39,443.5,99,180.8,0,75,-20.9,8.0,1014.3
1350,2/25/2024 6:00,235,169,66,665.0,235,355.0,1,68,-17.8,8.9,1015.0
1351,2/25/2024 7:00,355,273,82,774.3,355,492.5,0,63,-14.9,6.8,1015.5
1352,2/25/2024 8:00,438,347,91,829.9,438,584.1,0,58,-12.5,7.4,1015.5
1353,2/25/2024 9:00,474,380,94,851.4,474,623.4,0,54,-10.8,8.2,1015.7
1354,2/25/2024 10:00,460,367,93,843.3,460,607.9,0,54,-9.8,8.6,1015.4
1355,2/25/2024 11:00,397,310,87,804.0,397,538.6,0,55,-9.6,9.1,1015.4
1356,2/25/2024 12:00,292,218,74,724.6,292,420.2,0,58,-9.9,8.2,1015.5
1357,2/25/2024 13:00,160,107,53,572.9,160,260.9,0,62,-10.9,6.9,1015.1
1358,2/25/2024 14:00,35,18,17,184.7,35,76.3,0,69,-13.6,8.2,1014.8
1359,2/25/2024 15:00,0,0,0,0.0,0,0.0,0,70,-15.4,9.2,1014.6
1360,2/25/2024 16:00,0,0,0,0.0,0,0.0,0,70,-16.8,8.9,1014.5
1361,2/25/2024 17:00,0,0,0,0.0,0,0.0,0,70,-17.8,8.4,1014.0
1362,2/25/2024 18:00,0,0,0,0.0,0,0.0,0,72,-19.2,8.3,1013.4
1363,2/25/2024 19:00,0,0,0,0.0,0,0.0,0,74,-19.9,8.9,1013.2
1364,2/25/2024 20:00,0,0,0,0.0,0,0.0,0,77,-20.8,10.5,1013.1
1365,2/25/2024 21:00,0,0,0,0.0,0,0.0,0,78,-20.9,9.8,1012.7
1366,2/25/2024 22:00,0,0,0,0.0,0,0.0,0,77,-20.6,8.7,1012.7
1367,2/25/2024 23:00,0,0,0,0.0,0,0.0,0,79,-21.7,11.2,1012.6
1368,2/26/2024 0:00,0,0,0,0.0,0,0.0,26,81,-22.4,12.2,1012.5
1369,2/26/2024 1:00,0,0,0,0.0,0,0.0,2,82,-20.5,7.9,1012.8
1370,2/26/2024 2:00,0,0,0,0.0,0,0.0,19,80,-20.2,8.1,1013.1
1371,2/26/2024 3:00,0,0,0,0.0,0,0.0,30,80,-20.4,8.7,1012.7
1372,2/26/2024 4:00,8,2,6,28.8,8,36.3,44,81,-20.4,9.2,1012.7
1373,2/26/2024 5:00,94,47,47,339.8,94,188.9,42,82,-18.8,10.0,1012.8
1374,2/26/2024 6:00,224,145,79,557.7,224,363.0,23,76,-16.2,9.0,1013.0
1375,2/26/2024 7:00,344,251,93,700.2,344,500.6,21,69,-13.5,6.7,1013.2
1376,2/26/2024 8:00,428,330,98,778.3,428,592.0,3,65,-11.2,6.9,1013.5
1377,2/26/2024 9:00,464,364,100,805.1,464,631.3,1,61,-9.4,7.1,1013.2
1378,2/26/2024 10:00,450,355,95,805.2,450,615.6,0,58,-8.1,7.6,1012.8
1379,2/26/2024 11:00,388,300,88,767.0,388,546.1,0,58,-7.5,6.7,1012.6
1380,2/26/2024 12:00,286,210,76,685.8,286,427.5,17,60,-7.6,5.6,1012.4
1381,2/26/2024 13:00,157,102,55,531.4,157,268.0,6,62,-8.3,5.6,1012.5
1382,2/26/2024 14:00,35,18,17,179.9,35,79.9,0,71,-10.7,7.3,1012.2
1383,2/26/2024 15:00,0,0,0,0.0,0,0.0,0,76,-12.8,9.3,1011.9
1384,2/26/2024 16:00,0,0,0,0.0,0,0.0,2,75,-14.4,7.8,1011.8
1385,2/26/2024 17:00,0,0,0,0.0,0,0.0,12,75,-15.8,6.8,1011.3
1386,2/26/2024 18:00,0,0,0,0.0,0,0.0,14,76,-17.5,11.6,1010.8
1387,2/26/2024 19:00,0,0,0,0.0,0,0.0,8,76,-18.1,11.3,1010.7
1388,2/26/2024 20:00,0,0,0,0.0,0,0.0,22,75,-18.0,11.1,1010.6
